map name       source         band [mu]      glon           glat           ra             dec            distance ["]   
305.599-0.16   1              350            305.5897       -0.1559        198.7032       -62.9070       7.10           
305.604+0.00   1              250            305.6269       -0.0108        198.7554       -62.7591       0.00           
305.604+0.00   1              350            305.6286       -0.0127        198.7594       -62.7608       9.18           
305.616-0.07   1              250            305.6356       -0.0989        198.7920       -62.8460       0.00           
305.616-0.07   1              350            305.6379       -0.0992        198.7971       -62.8461       8.35           
305.617+0.14   1              250            305.6037       0.1337         198.6764       -62.6173       0.00           
305.617+0.14   1              350            305.6040       0.1341         198.6770       -62.6169       1.80           
305.642+0.36   1              250            305.5169       0.3835         198.4414       -62.3761       0.00           
305.642+0.36   1              350            305.5174       0.3833         198.4425       -62.3763       1.94           
305.642+0.36   2              250            305.5199       0.3962         198.4454       -62.3632       0.00           
305.642+0.36   2              350            305.5205       0.3994         198.4461       -62.3600       11.72          
