-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    map        source        mass        luminosity      radius      temperature      err_temp         chisq          distance             glon            glat              ra               dec     
42.243-0.652       1        1146.06        104.194       0.792172        10.5142       0.627199       0.0884530         4.53000          42.2391     -0.657500       287.722       7.97220
42.401-0.309       1        711.497        4415.38       0.783428        19.0694        2.13481         1.55882         4.48000          42.4240     -0.259200       287.452       8.32020
42.401-0.309       2        540.988        6160.55       0.721819        21.7707        2.83454         2.58949         4.48000          42.4353     -0.260200       287.458       8.32980
42.807-0.144       1        90.5318        6136.95       0.756151        36.1003        9.05618         1.20167         4.63000          42.8368     -0.143000       287.540       8.74000
43.068-0.045       1        123.979        990.294       0.621976        20.5802        2.69100     7.66485e-05         4.25000          43.0211    -0.0234000       287.519       8.95870
43.068-0.045       2        658.598        1766.78       0.687885        17.0064        1.68520        0.772089         4.25000          43.0746    -0.0772000       287.592       8.98130
43.068-0.045       3        563.721        510.214       0.607247        13.7122        1.19040        0.729487         4.25000          43.0609   -0.00290000       287.519       9.00350
43.068-0.045       4        321.483        2981.11       0.743207        20.1687        2.81306         1.25839         4.25000          43.0786    0.00410000       287.521       9.02240
43.068-0.045       5        337.031        1178.50       0.628394        17.5498        1.79665        0.972948         4.25000          43.0887    -0.0115000       287.540       9.02420
43.139-0.038       1        79.1001        450.062      0.0918334        19.0892        2.25039       0.0410343         1.05000          43.1580    -0.0337000       287.592       9.07540
43.139-0.038       3        101.380        1437.73      0.0918334        21.5217        2.91942       0.0901809         1.05000          43.1483     0.0131000       287.546       9.08840
43.139-0.038       4        346.566        347.355      0.0918334        13.0862        1.09365         1.01916         1.05000          43.1756   -0.00960000       287.579       9.10210
43.174-0.075       1        1.70892        58.8917       0.167877        27.3569        5.18821       0.0579565        0.960000          43.1828    -0.0738000       287.640       9.07890
43.186-0.549       1        1687.92        444.623       0.645087        12.0180       0.792487         1.42257         4.15000          43.1568     -0.516400       288.025       8.85120
43.186-0.549       2        2541.30        14590.7       0.676357        19.2998        2.22719        0.727271         4.15000          43.1779     -0.518300       288.037       8.86890
43.207-0.013       5        55.1930        628.175       0.159134        22.2164        3.05009        0.676504        0.910000          43.1486     0.0267000       287.534       9.09490
43.207-0.013       7        116.134        798.134       0.148759        19.8864        2.38540        0.641583        0.910000          43.2374    -0.0455000       287.640       9.14040
43.311-0.21       1        1667.75        10881.8       0.549208        19.8522        2.36435        0.834271         4.25000          43.3064     -0.211000       287.821       9.12510
43.311-0.21       2        509.160        666.387       0.555291        15.0224        1.31976        0.165826         4.25000          43.3266     -0.202400       287.823       9.14700
43.877-0.755       1        1668.88        8911.93       0.563089        18.8266        2.12441        0.479798         3.22000          43.8897     -0.783800       288.609       9.37640
44.243+0.084       1        13.9304        122.813       0.520189        21.9918        2.91157         2.11741         4.21000          44.2281     0.0531000       288.016       10.0643
44.244+0.15       1        369.202        158.807       0.691406        12.8330       0.904962         1.79438         4.11000          44.2465      0.151200       287.936       10.1261
44.292-0.817       1        103.313        58.8253       0.571625        13.3046       0.997826        0.649609         4.56000          44.2358     -0.840300       288.823       9.65660
44.292-0.817       2        23.5190        34.2996       0.617814        15.1771        1.35884       0.0808033         4.56000          44.3080     -0.939400       288.946       9.67440
